00DAE748 FF FF FF FF FF FF FF FF 2A 00 F8 FF 01 00 26 05 00 FF FF FF FF FF FF FF 00 02 FF FF Potion	Restores HP by 100
00DAEC18 FF FF FF FF FF FF FF FF 2F 00 FC FF 05 2C 47 00 FF 3F FF FF 00 00 01 00 FF FF FF FF Light Curtain	Creates [Barrier] around all allies
00DAEC34 FF FF FF FF FF FF FF FF 2F 00 FC FF 05 2D 47 00 FF 3F FF FF 00 00 02 00 FF FF FF FF Lunar Curtain	Creates [MBarrier] around all allies
00DAEC50 FF FF FF FF FF FF FF FF 2F 00 FC FF 05 2E 47 00 02 3F FF FF 00 00 04 00 FF FF FF FF Mirror	Uses [Reflect] on all allies
00DAEC6C FF FF FF FF FF FF FF FF 2E 00 FC FF 07 2F 47 00 02 7F FF FF 00 97 17 00 FF FF FF FF Holy Torch	Uses “DeSpell” on all opponents
00DAEC88 FF FF FF FF FF FF FF FF 25 00 FC FF 07 30 47 41 FF FF FF FF FF FF FF FF 80 00 FF FF Bird Wing	Uses whirlwind on all opponents
00DAECA4 FF FF FF FF FF FF FF FF 2E 00 FC FF 07 31 47 E6 FF FF FF FF FF FF FF FF 40 00 FF FF Dragon Scales	Water damage on all opponents
00DAECC0 FF FF FF FF FF FF FF FF 2A 00 FC FF 03 32 47 00 FF 3F FF FF 00 08 00 00 FF FF FF FF Impaler	Changes one opponent to a frog
00DAECDC FF FF FF FF FF FF FF FF 2B 00 FC FF 03 33 47 00 FF 3F FF FF 00 10 00 00 FF FF FF FF Shrivel	Uses “Mini” on one opponent
00DAECF8 FF FF FF FF FF FF FF FF 2C 00 FC FF 01 34 47 00 02 7F FF FF 00 00 00 04 FF FF FF FF Eye drop	Cures [Darkness]
00DAED14 FF FF FF FF FF FF FF FF 2D 00 FC FF 03 35 37 19 FF FF FF FF FF FF FF FF 01 00 FF FF Molotov	Fire damage on one opponent
00DAED30 FF FF FF FF FF FF FF FF 2E 00 FC FF 03 36 37 64 FF FF FF FF FF FF FF FF 00 20 FF FF S-Mine	Explosive damage on one opponent
00DAED4C FF FF FF FF FF FF FF FF 2F 00 FC FF 03 37 37 C8 FF FF FF FF FF FF FF FF 00 20 FF FF 8-inch Cannon	Explosive damage against one opponent
00DAED68 FF FF FF FF FF FF FF FF 2E 00 FC FF 03 38 23 08 FF FF FF FF FF FF FF FF 20 00 FF FF Graviball	Uses “Demi” against one opponent
00DAED84 FF FF FF FF FF FF FF FF 2F 00 FC FF 03 39 23 10 FF FF FF FF FF FF FF FF 20 00 FF FF T/S Bomb	Uses “Demi2” against one opponent
00DAEDA0 FF FF FF FF FF FF FF FF 2E 00 FC FF 03 3A 47 00 FF 3F FF FF 00 00 00 04 FF FF FF FF Ink	Uses [Darkness] against one opponent
00DAEDBC FF FF FF FF FF FF FF FF 2A 00 FC FF 03 3B 47 00 FF 3F FF FF 00 00 00 02 FF FF FF FF Dazers	Paralyzes one opponent
00DAEDD8 FF FF FF FF FF FF FF FF 25 00 FC FF 07 3C 47 96 FF FF FF FF FF FF FF FF 04 00 FF FF Dragon Fang	Lightning damage against all opponents
00DAEDF4 FF FF FF FF FF FF FF FF 25 00 FC FF 03 3D 47 00 FF 3F FF FF CC 18 00 00 FF FF FF FF Cauldron	Uses [Poison/Confu/Sleepel/Silence/Small/Frog]
00DAEE10 FF FF FF FF FF FF FF FF 2A 00 FC FF 03 3E 26 05 FF FF FF FF FF FF FF FF 00 02 FF FF Sylkis Greens	When you want a Chocobo…
00DAEE2C FF FF FF FF FF FF FF FF 2A 00 FC FF 03 3F 26 05 FF FF FF FF FF FF FF FF 00 02 FF FF Reagan Greens	When you want a Chocobo…
00DAEE48 FF FF FF FF FF FF FF FF 2A 00 FC FF 03 40 26 05 FF FF FF FF FF FF FF FF 00 02 FF FF Mimett Greens	When you want a Chocobo…
00DAEE64 FF FF FF FF FF FF FF FF 2A 00 FC FF 03 41 26 05 FF FF FF FF FF FF FF FF 00 02 FF FF Cureil Greens	When you want a Chocobo…
00DAEE80 FF FF FF FF FF FF FF FF 2A 00 FC FF 03 42 26 05 FF FF FF FF FF FF FF FF 00 02 FF FF Pahsana Greens	When you want a Chocobo…
00DAEE9C FF FF FF FF FF FF FF FF 2A 00 FC FF 03 43 26 05 FF FF FF FF FF FF FF FF 00 02 FF FF Tantal Greens	When you want a Chocobo…
00DAEEB8 FF FF FF FF FF FF FF FF 2A 00 FC FF 03 44 26 05 FF FF FF FF FF FF FF FF 00 02 FF FF Krakka Greens	When you want a Chocobo…
00DAEED4 FF FF FF FF FF FF FF FF 2A 00 FC FF 03 45 26 05 FF FF FF FF FF FF FF FF 00 02 FF FF Gysahl Greens	When you want a Chocobo…
00DAEEF0 FF FF FF FF FF FF FF FF FF FF FA FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Tent	Restores ally’s max HP/MP.  Use at save Point.
00DAEF0C FF FF FF FF FF FF FF FF FF FF FA FF 03 4C FF FF FF FF FF FF FF FF FF FF FF FF FF FF Power Source	Raises [Strength]
00DAEF28 FF FF FF FF FF FF FF FF FF FF FA FF 03 4C FF FF FF FF FF FF FF FF FF FF FF FF FF FF Guard Source	Raises [Vitality]
00DAEF44 FF FF FF FF FF FF FF FF FF FF FA FF 03 4C FF FF FF FF FF FF FF FF FF FF FF FF FF FF Magic Source	Raises [Magic Power]
00DAEF60 FF FF FF FF FF FF FF FF FF FF FA FF 03 4C FF FF FF FF FF FF FF FF FF FF FF FF FF FF Mind Source	Raises [Spirit]
00DAEF7C FF FF FF FF FF FF FF FF FF FF FA FF 03 4C FF FF FF FF FF FF FF FF FF FF FF FF FF FF Speed Source	Raises [Dexterity]
00DAEF98 FF FF FF FF FF FF FF FF FF FF FA FF 03 4C FF FF FF FF FF FF FF FF FF FF FF FF FF FF Luck Source	Raises [Luck]
00DAEFB4 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Zeio Nut	When you want to breed Chocobos…
00DAEFD0 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Carob Nut	When you want to breed Chocobos…
00DAEFEC FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Porov Nut	When you want to breed Chocobos…
00DAF008 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Pram Nut	When you want to breed Chocobos…
00DAF024 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Lasan Nut	When you want to breed Chocobos…
00DAF040 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Saraha Nut	When you want to breed Chocobos…
00DAF05C FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Luchile Nut	When you want to breed Chocobos…
00DAF078 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Pipio Nut	When you want to breed Chocobos…
00DAF094 FF FF FF FF FF FF FF FF FF FF FF FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Battery	Looks like it can start some sort of machine
00DAF0B0 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Tissue	This one’s a little tough…
00DAF0CC FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Omnislash	Learn Limit Skill “Omnislash”
00DAF0E8 FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Catastrophe	Learn Limit Skill “Catasrophe”
00DAF104 FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Final Heaven	Learn Limit Skill “Final Heaven”
00DAF120 FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Great Gospel	Learn Limit Skill “Great Gospel”
00DAF13C FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Cosmo Memory	Learn Limit Skill “Cosmo Memory”
00DAF158 FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF All Creation	Learn Limit Skill “All Creation”
00DAF174 FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Chaos	Learn Limit Skill “Chaos”
00DAF190 FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Highwind	Learn Limit Skill “Highwind”
00DAF1AC FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF 1/35 Soldier	Shinra armored ‘attack’ soldiers: 12 in the set!
00DAF1C8 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Super Sweeper	A new machine to protect the reactor!
00DAF1E4 FF FF FF FF FF FF FF FF FF FF FE FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Masamune Blade	A perfect copy of Sephiroth’s sword!
00DAF200 FF FF FF FF FF FF FF FF FF FF FB FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Save Crystal	Used to create a SAVE Point in the ‘North Cave’
00DAF21C FF FF FF FF FF FF FF FF FF FF FF FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Fight Diary	
00DAF238 FF FF FF FF FF FF FF FF FF FF FF FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Autograph	Dio’s autograph
00DAF254 FF FF FF FF FF FF FF FF FF FF FF FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Gambler	Second part of Dio’s diary: The Gold Saucer years
00DAF270 FF FF FF FF FF FF FF FF FF FF FF FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Desert Rose	Blooms once every 1000 years
00DAF28C FF FF FF FF FF FF FF FF FF FF FF FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Earth Harp	Calms the hearts of all who hear it
00DAF2A8 FF FF FF FF FF FF FF FF FF FF FF FF 03 1E FF FF FF FF FF FF FF FF FF FF FF FF FF FF Guide Book	Map of another world.  It slumbers with sunken ships
